0, 6, 0.8482277323051737
0, 32, 0.038218854513569545
0, 51, 0.6640519907540126
0, 90, 0.23288442028769363
1, 21, 0.376354119142454
1, 23, 0.8157578200757766
1, 64, 0.5251959519074139
1, 92, 0.08622819609281085
1, 70, 0.7105718108146885
2, 24, 0.5294493789733797
2, 27, 0.5642491600117159
2, 35, 0.51573729247004
2, 89, 0.9387416818935677
2, 54, 0.2760980257771676
2, 69, 0.712156438818419
3, 32, 0.1886381740894434
3, 33, 0.6647173282532491
3, 58, 0.17622906569038332
3, 73, 0.08577751657938015
3, 61, 0.8872821870782377
4, 55, 0.7194673173085603
4, 62, 0.07965963013713273
4, 71, 0.7831452157410707
4, 96, 0.7034584263535509
4, 30, 0.894159126875499
4, 34, 0.39642059274600705
4, 42, 0.7034402680720997
4, 45, 0.2267469584829369
5, 19, 0.6656195391429163
5, 22, 0.651137455624257
5, 23, 0.879110982124104
5, 66, 0.3070846225774798
6, 7, 0.7287758471776122
6, 51, 0.8555993646296893
6, 53, 0.030555362628101768
6, 99, 0.2792250341502911
6, 90, 0.7084511372460509
7, 53, 0.558224640892526
7, 58, 0.05348326417616234
7, 61, 0.8969744252104793
8, 13, 0.6630959071122817
8, 14, 0.29251876884163686
8, 82, 0.7524655665948314
8, 84, 0.5585992391994026
9, 26, 0.5458602419066666
9, 50, 0.05895212475615319
9, 57, 0.6525786107086605
9, 98, 0.8571392094221784
9, 31, 0.3044933342876188
10, 11, 0.7776417980537673
10, 47, 0.10190560286235562
10, 83, 0.678263487128155
10, 91, 0.7910964775545267
11, 47, 0.9775576374100787
11, 56, 0.5288724537874337
11, 80, 0.46466272905539097
11, 91, 0.2685740228570479
12, 37, 0.9104966035987745
12, 40, 0.5202807759652781
12, 43, 0.9509488820809308
12, 63, 0.8673536863504605
13, 14, 0.37576883256710336
13, 16, 0.9453700516971295
13, 51, 0.7752618176775998
13, 99, 0.5890105455702082
13, 90, 0.08651118709235761
14, 16, 0.7364957459950747
14, 82, 0.8281471834617414
15, 25, 0.2863079981770803
15, 46, 0.8679522909448398
15, 68, 0.8810178112655624
15, 94, 0.7204404059600874
15, 29, 0.8594164444776862
15, 77, 0.9004504793896791
16, 41, 0.518226831916986
16, 67, 0.6842953437549238
16, 99, 0.7884025862569324
16, 82, 0.6016886088208817
17, 40, 0.22148227292867984
17, 85, 0.2326542792745987
17, 95, 0.15533604057038475
17, 98, 0.3243712320932469
18, 29, 0.3075669018688013
18, 44, 0.4215999524844436
18, 86, 0.4131271512634582
18, 88, 0.9065830189110148
19, 28, 0.8637451440988889
19, 38, 0.08548116324283805
19, 66, 0.9522828677213512
19, 74, 0.6308541990870962
20, 37, 0.7007850906064161
20, 48, 0.9949953665834371
20, 75, 0.5309034739778581
20, 97, 0.02425529202499832
20, 39, 0.13059794381194567
21, 23, 0.5965085648613568
21, 64, 0.16754088431307512
21, 92, 0.6667788575001412
21, 22, 0.4865831466544037
21, 65, 0.7330103103333848
21, 93, 0.6755301760951093
22, 23, 0.2904875521709567
22, 93, 0.7758913491115346
22, 65, 0.8440254417535621
23, 64, 0.35419378883920816
24, 27, 0.7679649408034838
24, 35, 0.5484468762599694
24, 89, 0.42406675246286496
25, 46, 0.17276736769264256
25, 60, 0.7159475923572856
25, 94, 0.7027697969827222
25, 70, 0.46256064419361964
26, 50, 0.8876599553807261
26, 83, 0.5650735210347464
26, 87, 0.6040696621981096
27, 58, 0.5005908361846121
27, 69, 0.6220718318495921
27, 73, 0.2144725565530391
27, 33, 0.7082077106585976
27, 61, 0.9398237611576753
28, 36, 0.02341910398557645
28, 38, 0.12246844900152287
28, 66, 0.9231700500472186
28, 72, 0.8508855137031373
29, 88, 0.8201257466838899
29, 94, 0.9362403028842841
30, 42, 0.7968373644152507
30, 45, 0.6910367345874611
30, 78, 0.3276564315645373
31, 50, 0.8283089415453471
31, 57, 0.12492702879258255
31, 79, 0.7755178346077537
32, 33, 0.7043942563753609
32, 61, 0.44023336452320205
33, 58, 0.07082077606223247
33, 73, 0.05140550049465664
34, 42, 0.2576441634359461
34, 62, 0.2268788142394157
34, 81, 0.0789848626500298
35, 54, 0.04626123435796048
35, 69, 0.2552645176301772
35, 89, 0.09002579213528072
35, 56, 0.6940148751012641
36, 38, 0.9424908147466494
36, 59, 0.20951405161660552
36, 66, 0.5450977971792225
36, 74, 0.7186801945136073
36, 76, 0.1509491853029128
37, 43, 0.45367511216232614
37, 63, 0.6108510898762861
37, 40, 0.014786238407530239
37, 48, 0.0696206832673224
37, 75, 0.7548022164455913
38, 72, 0.5515043355506661
39, 75, 0.006104353895253212
39, 86, 0.6475059628009854
39, 97, 0.8864121584701733
40, 43, 0.23572824643835644
40, 63, 0.7170259645764891
40, 79, 0.04049341706493326
40, 85, 0.5350317098744523
40, 95, 0.22114663846797666
41, 49, 0.9591354838078268
41, 67, 0.3584609401990907
41, 99, 0.970584410562478
42, 62, 0.8295279636229693
43, 75, 0.921518901377528
43, 63, 0.8828677052302715
43, 85, 0.509492387705283
44, 48, 0.7438473715586607
44, 86, 0.3243049332585263
44, 88, 0.3364832126752335
44, 97, 0.24108010574736727
45, 49, 0.9753790363828666
45, 67, 0.026531740182820673
45, 78, 0.18448167495572143
46, 68, 0.43224447735967464
46, 77, 0.41108373775352314
46, 92, 0.7790202494068332
47, 50, 0.3747414461130444
47, 83, 0.32974070542202016
47, 87, 0.33485416822884584
47, 80, 0.31753714907907427
47, 91, 0.6031924000097839
48, 88, 0.2113283737637952
49, 67, 0.8070458661882256
49, 78, 0.7657275781773987
50, 83, 0.3215782860255365
50, 87, 0.9432431402615693
50, 57, 0.06475474432513662
51, 53, 0.12537812273507998
