0, 1, 0.5504996948109262
0, 2, 0.026378748914566152
0, 3, 0.8510897339203022
0, 9, 0.9716721603175789
0, 7, 0.9096849733883999
1, 3, 0.5264152510239966
1, 8, 0.7648958782688081
1, 9, 0.4392570825491193
1, 2, 0.2786081551241111
1, 7, 0.5262941400734118
2, 3, 0.5721136762415376
2, 4, 0.7667385822160668
2, 5, 0.9098269332829896
3, 5, 0.3871012035588576
3, 8, 0.9171551416288741
3, 4, 0.6923868422916389
3, 6, 0.8143878564713516
3, 9, 0.1752082992852566
4, 5, 0.7916329152140607
4, 6, 0.274382738967481
5, 6, 0.3541639428674418
5, 8, 0.15643390423831127
6, 8, 0.19259662317818282
6, 9, 0.8050063510319337
7, 8, 0.044258754079125495
7, 9, 0.5741929205643667
8, 9, 0.17027766882238426
